psnr,ssim,lpips,ellipse_time,num_GS,splats_mem_GB,confidence_mem_GB,render_mem_GB,scene,variant,config,result_dir,step
27.221630096435547,0.8588961362838741,0.08558001369237901,0.039930452903111,8268593.0,1.878977466374635,0.061605818569660006,1.817371647804975,garden,default_rank_margin_0_00,default,/scratch/amirrz/results/cs_resubmit_rank_margin/garden/default_rank_margin_0_00,29999
27.232383728027344,0.8584494590759271,0.0857460424304,0.039443999528884006,8237657.0,1.871947485953569,0.061375327408313,1.8105721585452552,garden,default_rank_margin_0_05,default,/scratch/amirrz/results/cs_resubmit_rank_margin/garden/default_rank_margin_0_05,29999
27.237285614013672,0.858392357826232,0.086190164089202,0.037432650725046,8245870.0,1.873813830316066,0.061436519026756,1.81237731128931,garden,default_rank_margin_0_10,default,/scratch/amirrz/results/cs_resubmit_rank_margin/garden/default_rank_margin_0_10,29999
27.19129180908203,0.8577938079833981,0.08620321005582801,0.037207603454589004,8193260.0,1.8618585914373391,0.061044543981552006,1.8008140474557872,garden,default_rank_margin_0_25,default,/scratch/amirrz/results/cs_resubmit_rank_margin/garden/default_rank_margin_0_25,29999
27.169689178466797,0.8575717806816101,0.086332142353057,0.036461830139160004,8146790.0,1.851298622786998,0.060698315501213004,1.790600307285785,garden,default_rank_margin_0_50,default,/scratch/amirrz/results/cs_resubmit_rank_margin/garden/default_rank_margin_0_50,29999
27.136709213256836,0.8570043444633481,0.086859166622161,0.037946691115697005,8151961.0,1.852473694831132,0.060736842453479004,1.7917368523776531,garden,default_rank_margin_1_00,default,/scratch/amirrz/results/cs_resubmit_rank_margin/garden/default_rank_margin_1_00,29999
