stage,selector,sweep,threshold,target_fraction,trial,num_splats,total_splats,fraction,compression_ratio,avg_opacity_kept,avg_opacity_all,splat_mem_mb,confidence_mem_mb,render_mem_mb,psnr,ssim,lpips,render_time_s,avg_conf_kept,avg_conf_all,psnr_base,ssim_base,lpips_base,psnr_drop,ssim_drop,lpips_delta,scene,variant,config,result_dir
val,confidence,threshold,0.0,,0,8151942,8151942,1.0,1.0,0.2599181532859802,0.2599181532859802,1896.9286422729488,62.19438171386719,1834.734260559082,27.12775039672852,0.8568024039268494,0.0865843445062637,0.0099977155526479,0.0981157422065734,0.0981157422065734,27.12775039672852,0.8568024039268494,0.0865843445062637,0.0,0.0,0.0,garden,default_full_beta,default,/scratch/amirrz/results/cs_resubmit/garden/default_full_beta
val,confidence,threshold,0.05,,0,2138919,8151942,0.262381528229715,3.8112439040468575,0.7998888492584229,0.2599181532859802,497.7190361022949,16.31865692138672,481.4003791809082,27.12313842773437,0.8566576838493347,0.0866663083434104,0.0045937597751617,0.3729446828365326,0.0981157422065734,27.12775039672852,0.8568024039268494,0.0865843445062637,0.0046119689941406,0.0001447200775146,8.196383714675903e-05,garden,default_full_beta,default,/scratch/amirrz/results/cs_resubmit/garden/default_full_beta
val,confidence,threshold,0.1,,0,2045105,8151942,0.2508733501783992,3.986075042601725,0.8092007637023926,0.2599181532859802,475.88884353637695,15.602912902832031,460.2859306335449,27.04541015625,0.8559974431991577,0.0870645195245742,0.0044939815998077,0.3865910172462463,0.0981157422065734,27.12775039672852,0.8568024039268494,0.0865843445062637,0.0823402404785156,0.0008049607276916,0.0004801750183105,garden,default_full_beta,default,/scratch/amirrz/results/cs_resubmit/garden/default_full_beta
val,confidence,threshold,0.15,,0,1944233,8151942,0.2384993661633019,4.192883260391116,0.8210895657539368,0.2599181532859802,452.4162788391113,14.83332061767578,437.5829582214356,26.9383602142334,0.8546934127807617,0.0879495590925216,0.0043795704841613,0.4001518487930298,0.0981157422065734,27.12775039672852,0.8568024039268494,0.0865843445062637,0.1893901824951172,0.0021089911460876,0.0013652145862579,garden,default_full_beta,default,/scratch/amirrz/results/cs_resubmit/garden/default_full_beta
val,confidence,threshold,0.2,,0,1835284,8151942,0.2251345752950646,4.4417877560094245,0.8331652879714966,0.2599181532859802,427.06422424316406,14.002105712890623,413.06211853027344,26.764577865600582,0.852413535118103,0.0894444435834884,0.0042019287745157,0.4134885370731354,0.0981157422065734,27.12775039672852,0.8568024039268494,0.0865843445062637,0.3631725311279297,0.0043888688087463,0.0028600990772247,garden,default_full_beta,default,/scratch/amirrz/results/cs_resubmit/garden/default_full_beta
val,confidence,threshold,0.3,,0,1528161,8151942,0.1874597488549354,5.334478500629188,0.8588857054710388,0.2599181532859802,355.5977668762207,11.658943176269531,343.9388236999512,25.94344139099121,0.836855411529541,0.0992936417460441,0.0038379927476247,0.445151686668396,0.0981157422065734,27.12775039672852,0.8568024039268494,0.0865843445062637,1.184309005737305,0.0199469923973083,0.0127092972397804,garden,default_full_beta,default,/scratch/amirrz/results/cs_resubmit/garden/default_full_beta
val,confidence,threshold,0.4,,0,829570,8151942,0.1017634816341922,9.826707812481166,0.8887098431587219,0.2599181532859802,193.0380630493164,6.329116821289063,186.70894622802732,20.07271194458008,0.6580781936645508,0.2184549868106842,0.0027900040149688,0.5224536657333374,0.0981157422065734,27.12775039672852,0.8568024039268494,0.0865843445062637,7.0550384521484375,0.1987242102622985,0.1318706423044204,garden,default_full_beta,default,/scratch/amirrz/results/cs_resubmit/garden/default_full_beta
val,confidence,threshold,0.5,,0,300671,8151942,0.0368833585911185,27.112498378626476,0.8569556474685669,0.2599181532859802,69.9650993347168,2.2939376831054688,67.67116165161133,13.216741561889648,0.342957854270935,0.4567502439022064,0.0018678208192189,0.6624441146850586,0.0981157422065734,27.12775039672852,0.8568024039268494,0.0865843445062637,13.911008834838867,0.5138445496559143,0.3701658993959427,garden,default_full_beta,default,/scratch/amirrz/results/cs_resubmit/garden/default_full_beta
val,confidence,threshold,0.6,,0,124224,8151942,0.0152385775070529,65.62292310664606,0.7217922210693359,0.2599181532859802,28.906494140625,0.94775390625,27.958740234375,9.953527450561523,0.1925612986087799,0.6082422137260437,0.0015976727008819,0.8374318480491638,0.0981157422065734,27.12775039672852,0.8568024039268494,0.0865843445062637,17.174222946166992,0.6642411053180695,0.52165786921978,garden,default_full_beta,default,/scratch/amirrz/results/cs_resubmit/garden/default_full_beta
val,confidence,threshold,0.7,,0,79964,8151942,0.0098091963853521,101.94515031764294,0.598389744758606,0.2599181532859802,18.607345581054688,0.610076904296875,17.997268676757812,9.064102172851562,0.1508576571941375,0.7098283171653748,0.0014698108037312,0.9473007917404176,0.0981157422065734,27.12775039672852,0.8568024039268494,0.0865843445062637,18.063648223876957,0.7059447467327118,0.623243972659111,garden,default_full_beta,default,/scratch/amirrz/results/cs_resubmit/garden/default_full_beta
val,confidence,threshold,0.8,,0,67440,8151942,0.0082728753467578,120.87695729537369,0.5416200757026672,0.2599181532859802,15.69305419921875,0.5145263671875,15.17852783203125,8.688610076904297,0.132117748260498,0.7842134833335876,0.0013859669367472,0.9855822324752808,0.0981157422065734,27.12775039672852,0.8568024039268494,0.0865843445062637,18.43914031982422,0.7246846556663513,0.6976291388273239,garden,default_full_beta,default,/scratch/amirrz/results/cs_resubmit/garden/default_full_beta
val,confidence,threshold,0.9,,0,62376,8151942,0.0076516736748127,130.6903616775683,0.5206176042556763,0.2599181532859802,14.514678955078123,0.47589111328125,14.038787841796877,8.398113250732422,0.1137748956680297,0.8597086668014526,0.0013478795687357,0.9970442652702332,0.0981157422065734,27.12775039672852,0.8568024039268494,0.0865843445062637,18.729637145996094,0.7430275082588196,0.7731243222951889,garden,default_full_beta,default,/scratch/amirrz/results/cs_resubmit/garden/default_full_beta
val,confidence,threshold,0.0,,0,5540829,5540829,1.0,1.0,0.3809724450111389,0.3809724450111389,1289.331699371338,42.273170471191406,1247.0585289001465,27.37754821777344,0.8633615374565125,0.0774391666054725,0.0075707038243611,0.8096300363540649,0.8096300363540649,27.37754821777344,0.8633615374565125,0.0774391666054725,0.0,0.0,0.0,garden,default_no_sparsity,default,/scratch/amirrz/results/cs_resubmit/garden/default_no_sparsity
val,confidence,threshold,0.05,,0,5428654,5540829,0.9797548345202496,1.0206635014867405,0.3874240219593048,0.3809724450111389,1263.2289657592771,41.41734313964844,1221.811622619629,27.377561569213867,0.8633608818054199,0.0774396210908889,0.0072770416736602,0.8263338208198547,0.8096300363540649,27.37754821777344,0.8633615374565125,0.0774391666054725,-1.33514404296875e-05,6.556510925292969e-07,4.544854164123535e-07,garden,default_no_sparsity,default,/scratch/amirrz/results/cs_resubmit/garden/default_no_sparsity
