scene,variant,config,result_dir,ckpt,conf_count,conf_mean,conf_std,conf_var,conf_min,conf_max,conf_gini,beta_entropy,conf_q01,conf_q05,conf_q10,conf_q25,conf_q50,conf_q75,conf_q90,conf_q95,conf_q99,frac_conf_lt_0_05,frac_conf_lt_0_1,frac_conf_lt_0_25,frac_conf_lt_0_5
garden,default_vanilla,default,/scratch/amirrz/results/cs_resubmit/garden/default_vanilla,/scratch/amirrz/results/cs_resubmit/garden/default_vanilla/ckpts/ckpt_29999_rank0.pt,,,,,,,,,,,,,,,,,,,,,
garden,default_full_beta,default,/scratch/amirrz/results/cs_resubmit/garden/default_full_beta,/scratch/amirrz/results/cs_resubmit/garden/default_full_beta/ckpts/ckpt_29999_rank0.pt,8151942.0,0.09811574965715408,0.18582528829574585,0.034531038254499435,3.561190808909487e-08,1.0,0.7990921193801246,-702867.6875,4.3435147034642796e-08,4.890006657376489e-08,5.23761201520756e-08,6.043563871571678e-08,7.839926041697254e-08,0.10360282845795155,0.40195168554782873,0.4710223793983457,0.6928711795806874,0.737618471770285,0.7491266498216008,0.7904262567128176,0.9631166414088814
garden,default_no_sparsity,default,/scratch/amirrz/results/cs_resubmit/garden/default_no_sparsity,/scratch/amirrz/results/cs_resubmit/garden/default_no_sparsity/ckpts/ckpt_29999_rank0.pt,5540829.0,0.8096299171447754,0.24522721767425537,0.06013638526201248,3.5863259029156325e-08,1.0,0.15355350443354565,-521776.25,9.958403467180688e-08,0.4428087413311005,0.4880642473697662,0.5888736844062805,0.9999998807907104,0.9999999403953552,0.9999999403953552,0.9999999403953552,1.0,0.020245165479750412,0.020793639363351584,0.023056838606641712,0.11826515490732524
garden,default_no_entropy,default,/scratch/amirrz/results/cs_resubmit/garden/default_no_entropy,/scratch/amirrz/results/cs_resubmit/garden/default_no_entropy/ckpts/ckpt_29999_rank0.pt,8100770.0,0.10349444299936295,0.1706029623746872,0.02910536900162697,4.783168492394907e-07,0.9997016191482544,0.7582367994881571,-2021.646728515625,5.245628590273554e-06,1.6652046269882703e-05,2.8792866214644163e-05,8.670447641634382e-05,0.0004851003614021465,0.18080678582191467,0.39754176139831543,0.4571961671113967,0.5755861705541605,0.6802057088400238,0.7078648079133218,0.7801246054387423,0.9715671473205634
garden,default_no_ranking,default,/scratch/amirrz/results/cs_resubmit/garden/default_no_ranking,/scratch/amirrz/results/cs_resubmit/garden/default_no_ranking/ckpts/ckpt_29999_rank0.pt,8260787.0,0.09000447392463684,0.16681823134422302,0.02782832272350788,3.5503362028066476e-08,0.9999999403953552,0.7969168589629279,-699988.375,4.341973287580459e-08,4.8901648952437426e-08,5.240250615656805e-08,6.053433310171386e-08,7.855401662482109e-08,0.08078023046255112,0.39119490385055544,0.4536089539527888,0.5712774336338036,0.7425512847625777,0.7549803668827195,0.7996305920973389,0.97269691132334
garden,default_scalar_conf,default,/scratch/amirrz/results/cs_resubmit/garden/default_scalar_conf,/scratch/amirrz/results/cs_resubmit/garden/default_scalar_conf/ckpts/ckpt_29999_rank0.pt,7861075.0,0.11071211099624634,0.17390534281730652,0.030243070796132088,4.011008627458068e-07,0.9990172386169434,0.7406396395625541,,9.074449735635426e-06,2.9760114921373317e-05,5.196229612920434e-05,0.0001579301751917228,0.0008868614095263183,0.2194797545671463,0.4057941913604739,0.4606609344482422,0.569954490661621,0.6615186854215231,0.68793962657779,0.7638314098262642,0.9714811269451061
